gene_id,gene_name,log2FC,pvalue,padj
ENSG00000166897.16,ELFN2,2.5547540539710756,5.247858818723229e-05,0.00011682393283243844
ENSG00000263264.2,AC119396.1,2.6815000727869265,5.247858818723229e-05,0.00011682393283243844
ENSG00000120322.4,PCDHB8,3.7981582729193675,5.247858818723229e-05,0.00011682393283243844
ENSG00000176401.6,EID2B,1.6282068853426324,5.247858818723229e-05,0.00011682393283243844
ENSG00000268218.1,AC137932.3,1.5962437058800794,5.247858818723229e-05,0.00011682393283243844
ENSG00000285669.1,AC026979.4,1.4264286682870573,5.247858818723229e-05,0.00011682393283243844
ENSG00000228477.1,AL663070.1,-1.9699028601929514,5.247858818723229e-05,0.00011682393283243844
ENSG00000154856.13,APCDD1,1.4049302857118184,5.247858818723229e-05,0.00011682393283243844
ENSG00000169862.19,CTNND2,1.911173383685412,5.247858818723229e-05,0.00011682393283243844
ENSG00000134775.15,FHOD3,1.7888768619607918,5.247858818723229e-05,0.00011682393283243844
ENSG00000180211.5,FO393411.1,1.4782618168748534,5.247858818723229e-05,0.00011682393283243844
ENSG00000146350.14,TBC1D32,1.3719010575798518,5.247858818723229e-05,0.00011682393283243844
ENSG00000271843.1,AC012557.1,1.066862889617274,5.247858818723229e-05,0.00011682393283243844
ENSG00000167100.15,SAMD14,1.2461346298977858,5.247858818723229e-05,0.00011682393283243844
ENSG00000107736.21,CDH23,-1.0970499092033625,5.247858818723229e-05,0.00011682393283243844
ENSG00000269656.1,NOP53-AS1,1.8526400014548092,5.247858818723229e-05,0.00011682393283243844
ENSG00000279196.1,AC135048.4,1.9135013995214722,5.247858818723229e-05,0.00011682393283243844
ENSG00000260005.6,AC027601.1,1.9485343757339433,5.247858818723229e-05,0.00011682393283243844
ENSG00000260007.3,AC107871.1,2.1620109535540584,5.247858818723229e-05,0.00011682393283243844
ENSG00000261790.2,AC005606.2,1.696301499262023,5.247858818723229e-05,0.00011682393283243844
ENSG00000266896.1,AL354892.3,1.4628534942339764,5.247858818723229e-05,0.00011682393283243844
ENSG00000175538.11,KCNE3,1.1720499747355608,5.247858818723229e-05,0.00011682393283243844
ENSG00000258366.9,RTEL1,1.8867174259540107,5.247858818723229e-05,0.00011682393283243844
ENSG00000182329.14,KIAA2012,-1.348864337225006,5.247858818723229e-05,0.00011682393283243844
ENSG00000163141.20,BNIPL,1.5114548533601444,5.247858818723229e-05,0.00011682393283243844
ENSG00000274765.1,AC018926.1,1.2666358279196177,5.247858818723229e-05,0.00011682393283243844
ENSG00000175832.13,ETV4,1.9910105600149173,5.247858818723229e-05,0.00011682393283243844
ENSG00000229122.1,AGBL5-IT1,1.6163108428497435,5.247858818723229e-05,0.00011682393283243844
ENSG00000124593.16,AL365205.1,1.765390560377339,5.247858818723229e-05,0.00011682393283243844
ENSG00000253485.2,PCDHGA5,2.212322436891282,5.247858818723229e-05,0.00011682393283243844
ENSG00000188649.15,CC2D2B,1.5848863168310339,5.247858818723229e-05,0.00011682393283243844
ENSG00000170962.13,PDGFD,1.3107649037584899,5.247858818723229e-05,0.00011682393283243844
ENSG00000204758.8,AC008429.1,1.8508230897370614,5.247858818723229e-05,0.00011682393283243844
ENSG00000164082.15,GRM2,2.114701871672387,5.247858818723229e-05,0.00011682393283243844
ENSG00000233483.3,AC008105.2,1.32342840407103,5.247858818723229e-05,0.00011682393283243844
ENSG00000234009.1,RPL5P34,1.453682663814176,5.247858818723229e-05,0.00011682393283243844
ENSG00000181649.8,PHLDA2,1.4682111129243247,5.247858818723229e-05,0.00011682393283243844
ENSG00000234797.5,RPS3AP6,1.511299858964841,5.247858818723229e-05,0.00011682393283243844
ENSG00000285799.1,AL645929.2,1.8728072597869485,5.247858818723229e-05,0.00011682393283243844
ENSG00000198088.10,NUP62CL,1.7690800498137196,5.247858818723229e-05,0.00011682393283243844
ENSG00000127589.4,TUBBP1,1.2858533546782203,5.247858818723229e-05,0.00011682393283243844
ENSG00000108511.10,HOXB6,3.099936024647303,5.247858818723229e-05,0.00011682393283243844
ENSG00000161653.11,NAGS,-1.3193328637368609,5.247858818723229e-05,0.00011682393283243844
ENSG00000212664.5,AC064799.1,1.7483980542755948,5.247858818723229e-05,0.00011682393283243844
ENSG00000224738.1,AC099850.1,1.7262213327638614,5.247858818723229e-05,0.00011682393283243844
ENSG00000167550.11,RHEBL1,1.7663640024876432,5.247858818723229e-05,0.00011682393283243844
ENSG00000124549.14,BTN2A3P,1.0318299263182997,5.247858818723229e-05,0.00011682393283243844
ENSG00000138772.13,ANXA3,1.7321526425523563,5.247858818723229e-05,0.00011682393283243844
ENSG00000251495.1,PPIAP11,1.2828693107842133,5.247858818723229e-05,0.00011682393283243844
ENSG00000278175.4,GLIDR,1.6997926813389588,5.247858818723229e-05,0.00011682393283243844
ENSG00000234975.6,FTH1P2,1.3770864405095844,5.247858818723229e-05,0.00011682393283243844
ENSG00000287543.1,AC013486.1,2.552539423109396,5.247858818723229e-05,0.00011682393283243844
ENSG00000137434.11,C6orf52,1.8292596701865365,5.247858818723229e-05,0.00011682393283243844
ENSG00000205560.13,CPT1B,2.114452416655883,5.247858818723229e-05,0.00011682393283243844
ENSG00000257740.1,AC073896.3,1.65884633837459,5.247858818723229e-05,0.00011682393283243844
ENSG00000276517.1,AL133243.3,1.0426204022264725,5.247858818723229e-05,0.00011682393283243844
ENSG00000163827.13,LRRC2,-1.6738571629314454,5.247858818723229e-05,0.00011682393283243844
ENSG00000276390.1,AC004241.3,1.6648455770249793,5.247858818723229e-05,0.00011682393283243844
ENSG00000229891.2,LINC01315,2.081270610547735,5.247858818723229e-05,0.00011682393283243844
ENSG00000187123.15,LYPD6,3.0376718553499313,5.247858818723229e-05,0.00011682393283243844
ENSG00000131849.12,ZNF132,1.1525761472162903,5.247858818723229e-05,0.00011682393283243844
ENSG00000272572.1,AL138762.1,1.7474597849878721,5.247858818723229e-05,0.00011682393283243844
ENSG00000287561.1,AL121899.4,3.491981357819526,5.305657173299157e-05,0.0001180989096708535
ENSG00000233392.5,UICLM,-1.9190734081749652,5.3852775822699106e-05,0.0001198474665741607
ENSG00000241754.2,AC063938.1,-1.908312854050748,5.3852775822699106e-05,0.0001198474665741607
ENSG00000257906.3,LINC02156,-2.104932229284762,5.402655852364319e-05,0.00012021042868341776
ENSG00000224893.7,LINC02840,-3.199364620133516,5.402655852364319e-05,0.00012021042868341776
ENSG00000128510.12,CPA4,3.892939816596874,5.466372314940996e-05,0.00012161610644307953
ENSG00000259225.7,LINC02345,3.4958865682612794,5.523473119641838e-05,0.00012287433527130454
ENSG00000259251.2,AC104590.1,2.3130365218632702,5.549805797236956e-05,0.00012342351103197759
ENSG00000213406.3,ANXA2P1,2.7328371185430607,5.549805797236956e-05,0.00012342351103197759
ENSG00000202058.1,RN7SKP80,2.973478408300285,5.549805797236956e-05,0.00012342351103197759
ENSG00000174225.15,ARL13A,2.114618451205125,5.580081421200398e-05,0.00012407228582574176
ENSG00000214694.12,ARHGEF33,2.500387662758659,5.580081421200398e-05,0.00012407228582574176
ENSG00000274214.1,AP005212.2,3.3953339632050703,5.6457846835453505e-05,0.00012548357519647532
ENSG00000233487.6,RPSAP69,3.8699866669435674,5.6457846835453505e-05,0.00012548357519647532
ENSG00000165556.10,CDX2,4.780956938211877,5.6457846835453505e-05,0.00012548357519647532
ENSG00000287338.1,AL929091.1,5.01605446314889,5.6457846835453505e-05,0.00012548357519647532
ENSG00000237289.10,CKMT1B,6.306056766283659,5.65167657025272e-05,0.0001255773058552301
ENSG00000237525.7,AC012668.3,-2.0150197543644697,5.65167657025272e-05,0.0001255773058552301
ENSG00000204421.3,LY6G6C,4.353219796739951,5.65167657025272e-05,0.0001255773058552301
ENSG00000263680.2,AC007639.1,4.375728699614751,5.7187341114990685e-05,0.00012704219221624683
ENSG00000263893.2,AC080037.2,5.132803693032762,5.7187341114990685e-05,0.00012704219221624683
ENSG00000200913.1,SNORD46,2.904738115655444,5.742353068134921e-05,0.00012749134649397457
ENSG00000224431.1,AC063976.2,3.3014000186934167,5.742353068134921e-05,0.00012749134649397457
ENSG00000282793.1,AC090164.4,-1.6041063759201164,5.742353068134921e-05,0.00012749134649397457
ENSG00000180066.10,LINC02870,3.5218810832157983,5.742353068134921e-05,0.00012749134649397457
ENSG00000214650.3,AC073592.1,3.7227179882689363,5.742353068134921e-05,0.00012749134649397457
ENSG00000242522.1,KLHL6-AS1,-2.448237594541033,5.742353068134921e-05,0.00012749134649397457
ENSG00000274698.1,AC099521.1,3.3669335728741263,5.815611882787179e-05,0.0001290617902083619
ENSG00000135409.11,AMHR2,-1.851159437677659,5.815611882787179e-05,0.0001290617902083619
ENSG00000273582.1,AC009093.5,-2.089258764870151,5.815611882787179e-05,0.0001290617902083619
ENSG00000267123.7,SCAT1,4.314650765469924,5.815611882787179e-05,0.0001290617902083619
ENSG00000201207.1,Y_RNA,2.3106013410869517,5.8683793846241415e-05,0.0001290617902083619
ENSG00000287760.1,AC099521.3,3.2938825797814713,5.8683793846241415e-05,0.0001290617902083619
ENSG00000129159.9,KCNC1,2.723890219593539,5.903762280774386e-05,0.0001290617902083619
ENSG00000231010.1,AL121672.1,2.4248421571610375,5.903762280774386e-05,0.0001290617902083619
ENSG00000228960.6,OR2A9P,2.393001112634085,5.925070819154708e-05,0.0001290617902083619
ENSG00000225969.2,ABHD11-AS1,4.16588599834251,5.925070819154708e-05,0.0001290617902083619
ENSG00000268182.6,SMIM17,2.3834984909201906,5.925070819154708e-05,0.0001290617902083619
ENSG00000241484.10,ARHGAP8,3.7892575196702047,5.925070819154708e-05,0.0001290617902083619
ENSG00000261101.2,AC234775.2,2.5442000244223433,5.925070819154708e-05,0.0001290617902083619
ENSG00000279110.1,AL022323.3,2.289338785729355,5.925070819154708e-05,0.0001290617902083619
ENSG00000271959.1,AC100803.4,2.4657245649541095,5.925070819154708e-05,0.0001290617902083619
ENSG00000163746.12,PLSCR2,3.0653393229535473,5.925070819154708e-05,0.0001290617902083619
ENSG00000262003.1,AC087392.1,-2.5654228257249683,5.935747294004526e-05,0.0001290617902083619
ENSG00000161640.15,SIGLEC11,-1.5821640934543824,5.935747294004526e-05,0.0001290617902083619
ENSG00000286975.1,AP005136.4,2.6052716893637715,5.935747294004526e-05,0.0001290617902083619
ENSG00000089199.10,CHGB,3.8413096587829028,5.935747294004526e-05,0.0001290617902083619
ENSG00000157927.17,RADIL,1.9212438617625538,5.939309412033619e-05,0.0001290617902083619
ENSG00000135519.8,KCNH3,2.368490555425818,5.939309412033619e-05,0.0001290617902083619
ENSG00000265817.4,FSBP,1.0393615503310967,5.939309412033619e-05,0.0001290617902083619
ENSG00000175768.13,TOMM5,1.02126362853284,5.939309412033619e-05,0.0001290617902083619
ENSG00000146049.2,KAAG1,4.039982075041495,5.939309412033619e-05,0.0001290617902083619
ENSG00000244733.5,AL132656.2,1.796124684967844,5.939309412033619e-05,0.0001290617902083619
ENSG00000204764.14,RANBP17,1.9476735824483964,5.939309412033619e-05,0.0001290617902083619
ENSG00000123096.12,SSPN,1.4381391829135413,5.939309412033619e-05,0.0001290617902083619
ENSG00000213453.3,FTH1P3,1.1905928809876463,5.939309412033619e-05,0.0001290617902083619
ENSG00000158296.14,SLC13A3,-1.3190808361822006,5.939309412033619e-05,0.0001290617902083619
ENSG00000239486.1,AC091390.2,1.9941681262011617,5.939309412033619e-05,0.0001290617902083619
ENSG00000249669.10,CARMN,1.0177554189860214,5.939309412033619e-05,0.0001290617902083619
ENSG00000228251.1,AC012442.1,1.2946972092502538,5.939309412033619e-05,0.0001290617902083619
ENSG00000254352.1,AC100854.1,2.0466968189981922,5.939309412033619e-05,0.0001290617902083619
ENSG00000215790.8,SLC35E2A,1.4713366455966117,5.939309412033619e-05,0.0001290617902083619
ENSG00000207561.1,MIR635,1.7660753826037332,5.939309412033619e-05,0.0001290617902083619
ENSG00000182308.7,DCAF4L1,2.167269176963698,5.939309412033619e-05,0.0001290617902083619
ENSG00000225891.2,DHDDS-AS1,1.9498533065034491,5.939309412033619e-05,0.0001290617902083619
ENSG00000181577.16,C6orf223,2.677240963833005,5.939309412033619e-05,0.0001290617902083619
ENSG00000175352.11,NRIP3,2.4484229493783056,5.939309412033619e-05,0.0001290617902083619
ENSG00000267745.1,AC060766.7,2.512667281694086,5.939309412033619e-05,0.0001290617902083619
ENSG00000267082.1,AC011472.1,1.406274668385106,5.939309412033619e-05,0.0001290617902083619
ENSG00000112852.7,PCDHB2,3.054276595981394,5.939309412033619e-05,0.0001290617902083619
ENSG00000135083.16,CCNJL,2.358645495890922,5.939309412033619e-05,0.0001290617902083619
ENSG00000160200.18,CBS,-1.716137365791989,5.939309412033619e-05,0.0001290617902083619
ENSG00000166856.3,GPR182,-1.6199067847371482,5.939309412033619e-05,0.0001290617902083619
ENSG00000145020.16,AMT,1.6469155360256056,5.939309412033619e-05,0.0001290617902083619
ENSG00000259456.4,ADNP-AS1,1.0073016567191133,5.939309412033619e-05,0.0001290617902083619
ENSG00000251034.2,AC087854.1,1.0591112049998637,5.939309412033619e-05,0.0001290617902083619
ENSG00000089723.10,OTUB2,1.642690362222796,5.939309412033619e-05,0.0001290617902083619
ENSG00000265763.4,ZNF488,3.411464598542036,5.939309412033619e-05,0.0001290617902083619
ENSG00000260196.1,AC124798.1,2.1299160055333943,5.939309412033619e-05,0.0001290617902083619
ENSG00000278727.1,AC000403.1,2.703035778719042,5.939309412033619e-05,0.0001290617902083619
ENSG00000145016.16,RUBCN,1.049858161840013,5.939309412033619e-05,0.0001290617902083619
ENSG00000217624.2,YWHAZP10,2.5813322167877613,5.939309412033619e-05,0.0001290617902083619
ENSG00000142632.17,ARHGEF19,1.459266818412877,5.939309412033619e-05,0.0001290617902083619
ENSG00000213888.3,LINC01521,1.4718519466397846,5.939309412033619e-05,0.0001290617902083619
ENSG00000157064.11,NMNAT2,3.3122862170860476,5.939309412033619e-05,0.0001290617902083619
ENSG00000174370.11,C11orf45,2.2141297777045192,5.939309412033619e-05,0.0001290617902083619
ENSG00000280594.1,BTG3-AS1,1.9295441578977304,5.939309412033619e-05,0.0001290617902083619
ENSG00000217130.1,AL139100.1,2.1797584117752087,5.939309412033619e-05,0.0001290617902083619
ENSG00000261159.1,AC112484.3,2.1532907054261865,5.939309412033619e-05,0.0001290617902083619
ENSG00000179766.19,ATP8B5P,1.5890713203969484,5.939309412033619e-05,0.0001290617902083619
ENSG00000231999.7,LRRC8C-DT,1.6065634913549172,5.939309412033619e-05,0.0001290617902083619
ENSG00000092929.12,UNC13D,1.1742527416559354,5.939309412033619e-05,0.0001290617902083619
ENSG00000188064.10,WNT7B,3.062931197468338,5.939309412033619e-05,0.0001290617902083619
ENSG00000061455.11,PRDM6,1.7166558822525904,5.939309412033619e-05,0.0001290617902083619
ENSG00000218018.3,RBM38-AS1,1.6585056799371862,5.939309412033619e-05,0.0001290617902083619
ENSG00000115840.14,SLC25A12,1.13991484351422,5.939309412033619e-05,0.0001290617902083619
ENSG00000258768.2,AL356019.2,2.3256602404187303,5.939309412033619e-05,0.0001290617902083619
ENSG00000278921.2,EPB41L4A-DT,1.4071732216399964,5.939309412033619e-05,0.0001290617902083619
ENSG00000261888.1,AC144831.1,1.6241907973281693,5.939309412033619e-05,0.0001290617902083619
ENSG00000255992.1,AC131009.1,2.006700485257466,5.939309412033619e-05,0.0001290617902083619
ENSG00000102904.15,TSNAXIP1,1.260208585329486,5.939309412033619e-05,0.0001290617902083619
ENSG00000137819.14,PAQR5,1.8007291794857172,5.939309412033619e-05,0.0001290617902083619
ENSG00000176170.14,SPHK1,1.5263316705179424,5.939309412033619e-05,0.0001290617902083619
ENSG00000228043.5,AC114763.1,1.811955186109096,5.939309412033619e-05,0.0001290617902083619
ENSG00000267892.1,AC022144.1,1.4713706785973955,5.939309412033619e-05,0.0001290617902083619
ENSG00000244509.4,APOBEC3C,1.0437473205767283,5.939309412033619e-05,0.0001290617902083619
ENSG00000235381.1,AL596202.1,1.0533709172578964,5.939309412033619e-05,0.0001290617902083619
ENSG00000259792.1,AC104758.1,2.412277776714813,5.939309412033619e-05,0.0001290617902083619
ENSG00000106483.12,SFRP4,2.0051974436352036,5.939309412033619e-05,0.0001290617902083619
ENSG00000273076.1,AL021707.7,1.340635032599662,5.939309412033619e-05,0.0001290617902083619
ENSG00000267213.4,AC007773.1,1.7704625634781914,5.939309412033619e-05,0.0001290617902083619
ENSG00000273017.1,AP000240.1,2.1161469048633688,5.939309412033619e-05,0.0001290617902083619
ENSG00000152953.13,STK32B,2.457075219024404,5.939309412033619e-05,0.0001290617902083619
ENSG00000105464.3,GRIN2D,1.8263998254364087,5.939309412033619e-05,0.0001290617902083619
ENSG00000223551.1,TMSB4XP4,1.811397863933852,5.939309412033619e-05,0.0001290617902083619
ENSG00000141384.13,TAF4B,1.9019453551252932,5.939309412033619e-05,0.0001290617902083619
ENSG00000069696.7,DRD4,1.5290144228655516,5.939309412033619e-05,0.0001290617902083619
ENSG00000165821.12,SALL2,1.545577651668451,5.939309412033619e-05,0.0001290617902083619
ENSG00000104381.14,GDAP1,1.1340228579593177,5.939309412033619e-05,0.0001290617902083619
ENSG00000274286.2,ADRA2B,-1.058346162486482,5.939309412033619e-05,0.0001290617902083619
ENSG00000149599.15,DUSP15,2.2253783452039357,5.939309412033619e-05,0.0001290617902083619
ENSG00000138759.19,FRAS1,1.792854125522335,5.939309412033619e-05,0.0001290617902083619
ENSG00000173917.10,HOXB2,1.1556873562375345,5.939309412033619e-05,0.0001290617902083619
ENSG00000286214.1,AUXG01000058.1,1.7071975689032493,5.939309412033619e-05,0.0001290617902083619
ENSG00000086570.12,FAT2,2.6738277325174704,5.939309412033619e-05,0.0001290617902083619
ENSG00000196611.5,MMP1,3.3264963516051047,5.939309412033619e-05,0.0001290617902083619
ENSG00000176894.10,PXMP2,-1.0425823714803668,5.939309412033619e-05,0.0001290617902083619
ENSG00000274825.1,AL023803.2,2.0622623961431206,5.939309412033619e-05,0.0001290617902083619
ENSG00000287170.1,AC010327.8,2.2997315055940875,5.939309412033619e-05,0.0001290617902083619
ENSG00000088882.8,CPXM1,1.7083680301600077,5.939309412033619e-05,0.0001290617902083619
ENSG00000213261.3,EEF1B2P6,1.081957795247364,5.939309412033619e-05,0.0001290617902083619
ENSG00000186583.12,SPATC1,2.1272039806967564,5.939309412033619e-05,0.0001290617902083619
ENSG00000126838.10,PZP,-2.4177091922809506,5.939309412033619e-05,0.0001290617902083619
ENSG00000182873.5,PRKCZ-AS1,1.3926248674408412,5.939309412033619e-05,0.0001290617902083619
ENSG00000234694.1,AL139289.1,2.2340791427699855,5.939309412033619e-05,0.0001290617902083619
ENSG00000237988.5,OR2I1P,1.1941429296223265,5.939309412033619e-05,0.0001290617902083619
ENSG00000228952.1,LINC02041,5.3198924912694565,6.006496762877739e-05,0.0001305091709465225
ENSG00000148965.10,SAA4,-2.359473988098228,6.084935296598233e-05,0.00013218794736550194
ENSG00000227634.3,LINC01714,-2.3884558922598362,6.084935296598233e-05,0.00013218794736550194
ENSG00000260455.2,NBAT1,3.0269543125282636,6.18591215512519e-05,0.00013436857273999725
ENSG00000226101.2,LINC02097,4.362997951163701,6.252427895939152e-05,0.00013577407618414056
ENSG00000107165.13,TYRP1,4.6244738956862435,6.252427895939152e-05,0.00013577407618414056
ENSG00000173838.12,MARCHF10,5.066141110140334,6.252427895939152e-05,0.00013577407618414056
ENSG00000223393.2,AL118511.1,3.0679877812656673,6.279025177492236e-05,0.00013629901704881583
ENSG00000145002.12,FAM86B2,2.6851065816136126,6.279025177492236e-05,0.00013629901704881583
ENSG00000244425.3,RN7SL268P,2.9164619563314287,6.279025177492236e-05,0.00013629901704881583
ENSG00000225578.1,NCBP2-AS1,2.6698080514110947,6.279025177492236e-05,0.00013629901704881583
ENSG00000281357.3,ARRDC3-AS1,1.9985964438781905,6.312808496638652e-05,0.00013696626845282258
ENSG00000272944.1,AC079834.1,3.166708782297934,6.312808496638652e-05,0.00013696626845282258
ENSG00000196081.10,ZNF724,2.075666236811225,6.312808496638652e-05,0.00013696626845282258
ENSG00000128254.16,C22orf24,1.8873850154631726,6.312808496638652e-05,0.00013696626845282258
ENSG00000136206.4,SPDYE1,1.7668347809462963,6.312808496638652e-05,0.00013696626845282258
ENSG00000255970.1,LINC02421,2.9545576976710453,6.388957759209326e-05,0.00013857834807965848
ENSG00000115194.11,SLC30A3,3.8092554852569616,6.388957759209326e-05,0.00013857834807965848
ENSG00000286563.1,AC078983.1,2.7751490298956707,6.388957759209326e-05,0.00013857834807965848
ENSG00000268104.3,SLC6A14,7.076734330479464,6.401289237100533e-05,0.00013881905079396172
ENSG00000075429.9,CACNG5,4.194897424568417,6.401289237100533e-05,0.00013881905079396172
ENSG00000029559.7,IBSP,6.441892379748764,6.473264509996042e-05,0.00014033932647683207
ENSG00000214433.4,GOLGA2P8,3.973119097694081,6.473264509996042e-05,0.00014033932647683207
ENSG00000084628.10,NKAIN1,4.528766388342149,6.473264509996042e-05,0.00014033932647683207
ENSG00000274641.2,H2BC17,3.34359400131611,6.496723264032307e-05,0.00014082076491077927
ENSG00000267474.1,AC008569.2,2.57897873772139,6.496723264032307e-05,0.00014082076491077927
ENSG00000246022.3,ALDH1L1-AS2,-2.25992660901862,6.578459894750817e-05,0.00014253752199231326
ENSG00000275830.2,AL390755.1,-2.631357539736032,6.578459894750817e-05,0.00014253752199231326
ENSG00000248409.2,AP000344.2,4.232897997011626,6.578459894750817e-05,0.00014253752199231326
ENSG00000272468.1,AL021807.1,4.427681140097186,6.578459894750817e-05,0.00014253752199231326
ENSG00000167653.5,PSCA,4.210508211711823,6.637325138429598e-05,0.00014301999785964773
ENSG00000233030.2,AC243772.2,3.433617552634514,6.637325138429598e-05,0.00014301999785964773
ENSG00000136928.7,GABBR2,3.4100490530903254,6.676792776670304e-05,0.00014301999785964773
ENSG00000280367.1,AP002364.1,2.7788975824214113,6.676792776670304e-05,0.00014301999785964773
ENSG00000162510.6,MATN1,2.3149653395245138,6.676792776670304e-05,0.00014301999785964773
ENSG00000259209.3,AC004943.1,2.589350978369418,6.700559695601918e-05,0.00014301999785964773
ENSG00000140254.12,DUOXA1,3.5653091071829124,6.700559695601918e-05,0.00014301999785964773
ENSG00000234362.6,LINC01914,2.9850665483026857,6.700559695601918e-05,0.00014301999785964773
ENSG00000268201.1,AC020915.1,2.933595472265948,6.700559695601918e-05,0.00014301999785964773
ENSG00000170577.8,SIX2,3.915893218797299,6.700559695601918e-05,0.00014301999785964773
ENSG00000203985.11,LDLRAD1,4.059959813052864,6.700559695601918e-05,0.00014301999785964773
ENSG00000287188.1,AC068989.1,2.5700483041354567,6.700559695601918e-05,0.00014301999785964773
ENSG00000270332.2,SMC2-AS1,2.23136823860794,6.700559695601918e-05,0.00014301999785964773
ENSG00000286311.1,AL034550.3,2.3344098410516843,6.700559695601918e-05,0.00014301999785964773
ENSG00000235481.3,UBE2R2-AS1,2.280821190350267,6.712467482828386e-05,0.00014301999785964773
ENSG00000006606.9,CCL26,2.705619277084553,6.712467482828386e-05,0.00014301999785964773
ENSG00000284523.2,AC004834.1,2.1575554378428325,6.712467482828386e-05,0.00014301999785964773
ENSG00000177191.2,B3GNT8,2.3676967385651593,6.716440352919843e-05,0.00014301999785964773
ENSG00000234546.4,LNCTAM34A,1.1828661106148857,6.716440352919843e-05,0.00014301999785964773
ENSG00000125895.5,TMEM74B,1.9634785539777262,6.716440352919843e-05,0.00014301999785964773
ENSG00000205871.5,RPS3AP47,1.5119688835954896,6.716440352919843e-05,0.00014301999785964773
ENSG00000225137.1,DYNC1I2P1,1.770803482832553,6.716440352919843e-05,0.00014301999785964773
ENSG00000238103.4,RPL9P7,1.6255187653749965,6.716440352919843e-05,0.00014301999785964773
ENSG00000224424.8,PRKAR2A-AS1,1.3086846890231465,6.716440352919843e-05,0.00014301999785964773
ENSG00000251867.4,AC009812.1,1.0237353392537083,6.716440352919843e-05,0.00014301999785964773
ENSG00000142185.16,TRPM2,1.0854470046676654,6.716440352919843e-05,0.00014301999785964773
ENSG00000275426.1,AC253576.2,2.294541517899514,6.716440352919843e-05,0.00014301999785964773
ENSG00000267547.1,AC060766.4,2.0841926332488345,6.716440352919843e-05,0.00014301999785964773
ENSG00000227376.1,FTH1P16,1.1788819093414653,6.716440352919843e-05,0.00014301999785964773
ENSG00000102287.19,GABRE,1.1589557422180718,6.716440352919843e-05,0.00014301999785964773
ENSG00000203697.12,CAPN8,2.86538735889399,6.716440352919843e-05,0.00014301999785964773
ENSG00000259015.1,AL442663.4,1.5682043896212503,6.716440352919843e-05,0.00014301999785964773
ENSG00000105855.10,ITGB8,1.5472221645246291,6.716440352919843e-05,0.00014301999785964773
ENSG00000253284.2,AC092828.1,1.7059005066341126,6.716440352919843e-05,0.00014301999785964773
ENSG00000171649.12,ZIK1,1.8053938657462878,6.716440352919843e-05,0.00014301999785964773
ENSG00000226791.7,LINC02611,2.2576934233097194,6.716440352919843e-05,0.00014301999785964773
ENSG00000237356.7,AL365295.1,2.0144600675527378,6.716440352919843e-05,0.00014301999785964773
ENSG00000105479.16,CCDC114,3.209273117384852,6.716440352919843e-05,0.00014301999785964773
ENSG00000279277.2,AC012020.1,2.4830579762421685,6.716440352919843e-05,0.00014301999785964773
ENSG00000119866.22,BCL11A,2.5838887051757053,6.716440352919843e-05,0.00014301999785964773
ENSG00000137673.9,MMP7,1.955943872729374,6.716440352919843e-05,0.00014301999785964773
ENSG00000236200.6,KDM4A-AS1,1.3858733494210074,6.716440352919843e-05,0.00014301999785964773
ENSG00000176909.12,MAMSTR,1.6321183520656335,6.716440352919843e-05,0.00014301999785964773
ENSG00000286940.1,MICB-DT,2.0756671559788127,6.716440352919843e-05,0.00014301999785964773
ENSG00000077274.9,CAPN6,2.285025884840766,6.716440352919843e-05,0.00014301999785964773
ENSG00000164687.11,FABP5,1.6517418554465166,6.716440352919843e-05,0.00014301999785964773
ENSG00000121236.21,TRIM6,1.9532986178568257,6.716440352919843e-05,0.00014301999785964773
ENSG00000151067.22,CACNA1C,1.2793699136983443,6.716440352919843e-05,0.00014301999785964773
ENSG00000095777.17,MYO3A,3.1795353600604015,6.716440352919843e-05,0.00014301999785964773
ENSG00000247735.2,AC120114.1,1.9459018823173995,6.716440352919843e-05,0.00014301999785964773
ENSG00000221953.5,C1orf229,2.1641808124747324,6.716440352919843e-05,0.00014301999785964773
ENSG00000162366.8,PDZK1IP1,2.135464868249674,6.716440352919843e-05,0.00014301999785964773
ENSG00000101447.15,FAM83D,1.3234301917259441,6.716440352919843e-05,0.00014301999785964773
ENSG00000241741.1,RPL7AP30,1.697132168495921,6.716440352919843e-05,0.00014301999785964773
ENSG00000205129.8,C4orf47,2.3607219656552867,6.716440352919843e-05,0.00014301999785964773
ENSG00000275963.1,AC008115.4,2.1919106908518904,6.716440352919843e-05,0.00014301999785964773
ENSG00000166823.5,MESP1,1.4568285415143731,6.716440352919843e-05,0.00014301999785964773
ENSG00000271344.1,AC018638.6,1.970453286444669,6.716440352919843e-05,0.00014301999785964773
ENSG00000188242.4,PP7080,1.9553862670013138,6.716440352919843e-05,0.00014301999785964773
ENSG00000260805.2,AC092803.1,1.2426226899450727,6.716440352919843e-05,0.00014301999785964773
ENSG00000112137.18,PHACTR1,1.3222983204999206,6.716440352919843e-05,0.00014301999785964773
ENSG00000258655.2,ARHGAP5-AS1,1.266766438249602,6.716440352919843e-05,0.00014301999785964773
ENSG00000176381.6,PRR18,-1.4057150357257504,6.716440352919843e-05,0.00014301999785964773
ENSG00000139364.10,TMEM132B,3.118367509059044,6.716440352919843e-05,0.00014301999785964773
ENSG00000272693.4,AC073107.1,1.4617786374010409,6.716440352919843e-05,0.00014301999785964773
